,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,32.35,47.97,0.0
1,OTHER,43.75,48.48,0.0
2,NATIVE-AM,50.0,0.0,0.0
3,HISP-LT,43.24,64.0,0.0
4,ASIA-PI,36.84,22.86,0.0
5,WHITE,54.79,60.4,0.0
6,BLACK,42.1,62.91,0.0
