,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,46.15,59.29,0.0
1,OTHER,32.56,28.95,0.0
2,NATIVE-AM,50.0,20.0,0.0
3,HISP-LT,36.01,55.41,0.0
4,ASIA-PI,32.31,23.91,0.0
5,WHITE,68.41,68.31,83.33
6,BLACK,40.94,54.67,0.0
