,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,39.52,46.15,0.0
1,OTHER,25.0,54.55,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,50.0,57.69,0.0
4,ASIA-PI,27.59,55.56,100.0
5,WHITE,62.41,58.45,0.0
6,BLACK,32.5,45.69,0.0
