,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,57.69,63.53,0.0
1,OTHER,0.0,100.0,0.0
2,NATIVE-AM,100.0,0.0,0.0
3,HISP-LT,0.0,83.33,0.0
4,ASIA-PI,100.0,50.0,0.0
5,WHITE,60.23,63.45,0.0
6,BLACK,100.0,0.0,0.0
