PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
02,60.35,0,45.16,46.67,0,20,40,0,0,0,0,60,0,0,40,42.86,0,63.49,67.34,0,57.45,39.52
03,58.76,0,47.83,30.43,0,100,100,0,0,0,0,0,0,0,0,50,0,58.27,57.61,0,65.55,52.88
04,63.52,0,66.67,50,0,100,100,0,0,0,0,0,0,0,0,0,0,70.71,64.04,0,72.92,42.86
05,60.38,0,60,30,0,75,0,0,100,0,0,100,100,0,0,100,0,69.91,67.07,0,63.95,41.80
06,62.17,0,57.14,30.77,0,25,0,0,0,0,0,33.33,20,0,50,0,0,63.96,64.63,0,68.79,55.32
07,59.62,0,47.67,33.68,0,100,33.33,0,0,50,0,44.44,0,0,100,0,100,64.36,64.16,0,64.75,46.81
08,64.21,0,68.09,34.85,0,50,0,0,0,0,0,50,0,0,50,100,0,68.45,69.5,0,69.2,50.23
09,67.27,0,37.5,42.86,0,0,0,0,0,0,0,100,100,0,0,0,0,68.75,71.74,0,62.16,55.88
10,64.49,0,66.67,35.9,0,100,50,0,0,0,0,0,0,0,0,100,100,71.78,71.43,0,66.57,49.64
11,66.56,0,57.14,33.33,0,66.67,0,0,0,0,0,0,0,0,100,66.67,0,70,71.32,0,63.58,52.59
12,63.96,0,50,43.75,0,0,100,0,0,0,0,100,50,0,0,0,0,70.82,68.27,0,65.32,42.11
13,68.83,0,57.89,31.25,0,0,0,0,100,0,0,0,100,0,0,100,0,75.5,70.41,0,59.46,43.48
14,74.53,0,20,80,0,100,0,0,100,0,0,0,100,0,0,0,0,77.78,73.79,0,80,0
TOTAL,62.45,0.0,54.91,35.66,,56.25,44.44,,42.86,50.0,,53.33,25.93,,50.0,62.5,100.0,67.67,67.68,0.0,65.12,47.89
