,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,21.96,18.78,0.0
1,OTHER,17.74,34.72,100.0
2,NATIVE-AM,0.0,20.0,0.0
3,HISP-LT,29.82,28.77,0.0
4,ASIA-PI,28.57,31.07,0.0
5,WHITE,27.33,30.1,25.0
6,BLACK,23.68,21.3,50.0
