RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,59.09,55.34,100.0,57.67
OTHER,70.00,71.79,50.00,70.42
NATIVE-AM,100.0,40.00,100.0,70.00
HISP-LT,64.00,76.92,0.00,70.59
ASIA-PI,51.61,71.25,0.00,60.69
WHITE,71.28,72.78,100.0,72.08
BLACK,75.41,72.85,100.0,74.18
TOTAL,69.21,71.41,87.50,70.41
