RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,25.23,35.09,0.00,30.22
OTHER,42.50,50.63,100.0,48.33
NATIVE-AM,50.00,25.00,0.00,33.33
HISP-LT,36.61,50.31,0.00,44.65
ASIA-PI,50.00,40.54,0.00,44.78
WHITE,52.34,60.07,100.0,56.36
BLACK,41.63,52.26,0.00,47.83
TOTAL,42.76,52.18,50.00,48.06
