,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,42.71,54.55,0.0
1,OTHER,65.79,62.5,0.0
2,NATIVE-AM,66.67,100.0,0.0
3,HISP-LT,69.7,68.66,0.0
4,ASIA-PI,58.82,75.0,0.0
5,WHITE,71.33,72.28,50.0
6,BLACK,60.8,72.02,0.0
