,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,67.9,64.18,0.0
1,OTHER,61.54,50.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,0.0,66.67,0.0
4,ASIA-PI,50.0,66.67,0.0
5,WHITE,68.62,72.76,0.0
6,BLACK,85.19,72.0,0.0
