,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,25.49,49.65,0.0
1,OTHER,14.29,34.15,0.0
2,NATIVE-AM,100.0,50.0,0.0
3,HISP-LT,43.24,54.76,0.0
4,ASIA-PI,31.71,34.29,100.0
5,WHITE,44.72,47.14,0.0
6,BLACK,39.83,55.17,0.0
