,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,45.45,50.0,0.0
1,OTHER,50.0,100.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,33.33,71.43,0.0
4,ASIA-PI,0.0,0.0,0.0
5,WHITE,70.22,70.23,0.0
6,BLACK,54.55,54.55,0.0
