,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,20.0,50.0,0.0
1,OTHER,100.0,0.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,0.0,60.0,0.0
4,ASIA-PI,0.0,100.0,0.0
5,WHITE,65.36,64.08,0.0
6,BLACK,53.16,62.04,0.0
