,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,40.0,78.95,0.0
1,OTHER,50.0,33.33,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,0.0,25.0,0.0
4,ASIA-PI,50.0,33.33,0.0
5,WHITE,68.52,68.44,0.0
6,BLACK,0.0,0.0,0.0
