,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,52.81,63.86,0.0
1,OTHER,72.0,50.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,53.33,63.64,0.0
4,ASIA-PI,54.17,74.07,0.0
5,WHITE,67.49,67.98,100.0
6,BLACK,55.26,58.89,0.0
