,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,22.67,45.57,0.0
1,OTHER,0.0,60.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,50.0,0.0,0.0
4,ASIA-PI,0.0,0.0,0.0
5,WHITE,52.94,38.46,0.0
6,BLACK,34.95,57.58,0.0
