,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,46.83,47.76,0.0
1,OTHER,50.0,57.14,0.0
2,NATIVE-AM,0.0,50.0,0.0
3,HISP-LT,58.7,43.59,0.0
4,ASIA-PI,33.33,53.85,0.0
5,WHITE,63.63,62.05,0.0
6,BLACK,54.1,51.56,0.0
