,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,38.32,52.87,0.0
1,OTHER,33.33,20.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,100.0,44.44,0.0
4,ASIA-PI,87.5,75.0,0.0
5,WHITE,58.87,63.1,0.0
6,BLACK,44.79,58.4,0.0
