RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,48.7,55.56,0.0,51.71
OTHER,38.46,16.67,0.0,31.58
NATIVE-AM,0.0,0.0,0.0,0.0
HISP-LT,39.13,54.1,0.0,46.15
ASIA-PI,37.04,16.67,0.0,27.45
WHITE,68.35,69.63,100.0,69.03
BLACK,53.12,45.16,0.0,49.21
TOTAL,65.05,67.21,100.0,66.17
