PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COLW,710.0,0.0,13.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,350.0,326.0,0.0,1.0,0.0
FAIR,670.0,0.0,9.0,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,345.0,293.0,0.0,0.0,0.0
FLIN,1850.0,0.0,31.0,24.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,976.0,804.0,0.0,0.0,0.0
HEMP,773.0,1.0,15.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,386.0,357.0,0.0,0.0,0.0
HOTH,739.0,0.0,13.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,372.0,343.0,0.0,0.0,0.0
MINE,1089.0,0.0,19.0,22.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,530.0,508.0,0.0,1.0,0.0
MOBI,691.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,375.0,294.0,0.0,0.0,0.0
MORG,1240.0,0.0,18.0,16.0,0.0,2.0,4.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,617.0,570.0,0.0,1.0,2.0
NOON,549.0,0.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,262.0,264.0,0.0,0.0,1.0
SKEN,223.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,116.0,0.0,0.0,0.0
SUGC,1440.0,2.0,31.0,25.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,6.0,3.0,0.0,4.0,0.0,1.0,716.0,644.0,0.0,1.0,1.0
TOCC,2002.0,0.0,33.0,40.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,4.0,0.0,0.0,1048.0,859.0,0.0,3.0,0.0
TOTAL,11976.0,3.0,206.0,197.0,0.0,17.0,15.0,0.0,6.0,4.0,0.0,19.0,21.0,0.0,16.0,5.0,1.0,6077.0,5378.0,0.0,7.0,4.0
