ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,0.00,24.59,100.0,0.00,0.00,45.00,25.00,40.24
2016 Primary,0.00,16.13,0.00,0.00,0.00,49.23,25.00,41.59
2016 Primary Runoff,0.00,1.61,0.00,0.00,0.00,29.23,25.00,23.60
2016 General,25.00,50.75,100.0,100.0,0.00,77.82,58.33,71.35
2018 Primary,0.00,12.70,0.00,0.00,0.00,26.42,13.33,22.73
2018 Primary Runoff,0.00,4.84,0.00,0.00,0.00,19.92,13.33,16.41
2018 General,0.00,33.33,100.0,100.0,0.00,78.09,31.25,67.07
