ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,26.68,32.34,0.00,29.80
2016 Primary,30.83,33.38,0.00,32.24
2016 Primary Runoff,9.55,8.35,0.00,8.89
2016 General,59.73,68.82,0.00,64.72
2018 Primary,17.49,17.95,0.00,17.74
2018 Primary Runoff,7.51,7.79,0.00,7.67
2018 General,58.30,65.81,0.00,62.42
