ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,33.37,33.60,33.33,33.49
2016 Primary,12.01,11.46,0.00,11.71
2016 Primary Runoff,0.98,0.92,0.00,0.95
2016 General,60.73,64.12,50.00,62.52
2018 Primary,15.87,13.40,0.00,14.55
2018 Primary Runoff,9.86,7.76,0.00,8.74
2018 General,53.66,55.25,33.33,54.49
