AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,9.35,16.08,10.81,14.10,12.82,17.79,12.85,16.09
25-29,10.58,19.39,11.37,11.51,14.16,19.29,15.86,18.55
30-34,14.21,29.12,16.39,17.91,21.09,27.80,22.57,27.11
35-39,21.05,37.21,21.54,19.89,27.32,35.57,27.87,34.72
40-44,24.84,43.96,26.34,23.90,31.94,42.58,31.81,41.31
45-49,28.20,47.89,28.85,30.36,36.85,48.58,35.37,46.49
50-54,28.26,51.53,31.33,27.52,39.49,53.88,38.13,51.25
55-59,28.89,55.38,33.59,35.89,43.55,58.90,41.00,55.98
60-64,29.85,60.98,35.67,39.65,44.16,65.04,46.42,62.08
65-OVER,32.26,59.93,36.24,42.33,47.62,66.63,50.37,63.82
TOTAL,22.40,40.60,21.84,24.28,28.37,47.46,29.43,42.90
