COUNTY NAME,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-OVER,TOTAL
APPLING,13.27,17.38,26.01,33.16,38.18,43.24,46.26,55.92,61.40,61.78,42.49
ATKINSON,17.38,18.23,20.31,34.86,40.36,39.59,41.96,47.96,56.22,58.77,40.18
BACON,11.54,16.11,25.23,32.76,39.33,40.16,44.61,46.99,51.82,54.82,38.95
BAKER,19.19,23.87,28.06,29.79,48.73,50.29,52.73,62.07,62.44,60.69,47.72
BALDWIN,16.78,19.21,29.23,34.28,43.78,46.15,53.21,60.63,66.63,66.26,45.68
BANKS,15.01,17.74,27.16,30.44,39.27,40.20,44.21,53.47,56.36,59.52,41.49
BARROW,14.94,18.14,27.70,34.28,39.50,40.98,48.11,52.46,59.18,62.86,40.49
BARTOW,13.89,15.07,23.50,31.46,36.59,41.79,46.03,51.71,57.01,59.78,39.19
BEN HILL,11.72,17.07,22.44,26.70,31.77,41.98,45.74,50.28,57.51,55.70,38.69
BERRIEN,12.59,18.01,21.28,29.56,36.98,36.21,43.76,47.78,58.68,59.44,39.32
BIBB,17.49,21.45,30.20,38.01,44.18,49.32,55.57,58.73,66.23,65.50,46.10
BLECKLEY,20.31,23.22,30.69,40.30,48.01,50.87,55.34,61.82,62.52,67.43,49.45
BRANTLEY,8.35,12.11,18.51,21.67,31.41,33.04,33.59,38.35,47.01,49.33,31.88
BROOKS,24.86,25.05,31.42,36.13,44.77,47.55,52.26,60.00,62.84,65.36,48.40
BRYAN,12.07,14.11,19.59,25.29,32.71,37.49,45.28,52.39,58.49,58.77,36.03
BULLOCH,12.53,11.89,24.43,33.66,37.80,42.80,49.85,53.73,58.93,61.20,35.98
BURKE,17.17,19.75,27.28,32.13,42.29,42.74,48.59,53.28,57.21,63.54,42.52
BUTTS,17.58,17.83,30.90,37.41,40.78,46.09,51.90,57.55,66.27,66.69,45.87
CALHOUN,20.24,22.03,36.87,41.52,51.82,52.99,56.49,61.82,65.86,63.30,50.59
CAMDEN,8.27,9.03,13.20,17.42,26.08,34.07,40.25,46.31,51.48,57.17,31.80
CANDLER,12.48,14.50,24.80,30.22,37.47,42.00,47.23,49.25,62.05,62.00,42.14
CARROLL,14.89,16.39,26.10,33.87,37.74,43.96,49.08,52.95,60.64,64.58,40.82
CATOOSA,11.24,12.11,19.70,25.35,29.89,37.00,41.50,44.71,51.70,55.06,35.47
CHARLTON,12.61,13.36,20.34,23.33,30.12,31.11,39.84,47.75,51.07,56.55,35.95
CHATHAM,14.16,16.23,23.14,30.57,37.38,42.62,48.32,54.25,61.90,67.11,40.46
CHATTAHOOCHEE,6.27,6.18,6.81,10.45,13.85,23.35,37.74,38.02,45.81,47.58,19.17
CHATTOOGA,11.13,13.57,22.63,28.35,32.43,37.81,41.30,48.19,58.26,55.64,38.17
CHEROKEE,16.93,19.97,29.96,37.09,44.25,48.91,54.25,58.88,63.84,68.03,46.23
CLARKE,17.94,17.76,25.70,34.00,40.86,44.51,49.71,54.64,65.54,67.60,38.56
CLAY,14.02,28.00,36.13,43.48,44.90,44.54,57.25,65.09,66.67,68.33,52.35
CLAYTON,18.77,20.25,28.34,36.74,44.13,48.27,51.66,57.16,59.89,59.44,41.07
CLINCH,8.74,13.00,18.94,26.64,24.54,26.67,33.00,35.62,43.60,45.88,29.74
COBB,17.50,20.11,29.46,38.59,46.57,51.90,56.54,61.21,66.44,69.30,46.53
COFFEE,14.97,15.04,24.72,31.88,37.18,39.09,44.37,49.62,57.18,56.36,38.32
COLQUITT,11.30,13.61,23.02,28.05,32.83,36.87,42.96,47.92,55.03,54.52,37.15
COLUMBIA,17.90,19.24,25.90,33.68,40.44,47.22,54.61,59.21,67.61,67.47,44.69
COOK,15.56,18.65,27.52,31.78,35.38,44.39,47.99,47.22,54.46,57.79,40.13
COWETA,16.77,19.65,27.95,34.14,40.59,47.86,52.43,55.48,62.47,67.33,44.44
CRAWFORD,15.57,21.06,26.55,30.14,40.07,44.79,50.17,57.63,60.90,61.79,44.68
CRISP,14.20,16.62,27.13,32.83,38.58,45.39,48.67,54.66,62.49,63.97,42.89
DADE,10.87,10.02,19.11,23.94,28.81,30.68,39.73,49.22,54.30,52.19,34.86
DAWSON,17.63,21.34,28.01,38.03,41.27,46.83,51.27,59.01,65.88,72.73,50.06
DECATUR,12.31,14.23,20.55,28.67,35.31,41.39,46.88,51.69,54.20,58.36,38.85
DEKALB,19.20,23.19,31.40,39.06,45.64,51.52,56.47,60.40,65.95,64.87,45.50
DODGE,21.33,23.52,38.02,42.51,48.58,54.46,51.46,56.39,62.89,63.03,48.93
DOOLY,18.47,22.20,32.09,37.61,37.88,48.07,50.37,58.54,62.52,61.72,45.97
DOUGHERTY,15.99,16.74,27.07,34.37,40.24,45.67,48.94,55.35,63.02,61.17,40.87
DOUGLAS,18.47,19.67,31.50,41.11,47.50,52.29,54.56,58.36,63.55,65.74,45.94
EARLY,14.25,22.67,27.57,36.50,41.48,43.64,46.99,56.13,62.30,62.33,43.99
ECHOLS,19.88,18.99,23.03,30.41,27.98,42.64,38.76,43.95,44.29,51.21,35.69
EFFINGHAM,12.81,13.79,21.85,29.13,34.03,40.99,46.22,50.78,57.80,62.51,38.05
ELBERT,13.57,14.55,21.49,31.61,37.09,38.97,41.56,50.76,57.73,58.98,40.72
EMANUEL,15.54,20.33,27.38,34.49,37.91,39.79,47.45,57.87,62.07,59.47,42.79
EVANS,12.41,16.67,25.51,27.96,36.10,39.58,49.09,54.34,60.36,60.00,41.60
FANNIN,13.38,14.13,21.14,23.77,30.93,35.35,41.79,50.27,57.57,59.84,43.34
FAYETTE,18.24,20.14,29.58,39.19,47.27,54.64,60.34,66.57,73.45,73.79,52.52
FLOYD,12.52,14.78,23.66,30.71,35.55,41.37,45.40,51.29,60.10,60.17,40.83
FORSYTH,16.73,20.35,30.86,36.14,43.14,50.47,55.54,59.17,64.32,69.97,47.18
FRANKLIN,12.87,17.47,24.82,29.54,35.01,38.47,41.51,46.62,55.98,55.38,39.72
FULTON,15.70,20.52,28.07,35.51,40.74,45.44,49.27,54.03,60.40,61.19,40.55
GILMER,13.85,14.85,23.40,28.30,35.07,42.20,45.44,52.68,62.45,64.32,46.18
GLASCOCK,22.78,22.14,37.29,36.48,52.69,42.61,50.60,51.19,63.29,58.27,46.13
GLYNN,8.93,11.70,19.90,24.97,28.58,34.06,39.78,47.30,56.80,63.52,38.70
GORDON,11.02,12.87,21.74,27.68,33.62,37.23,42.91,48.76,56.00,57.65,37.03
GRADY,11.82,16.02,24.93,28.00,33.33,38.48,47.52,48.51,56.14,55.94,39.32
GREENE,21.72,22.86,33.68,41.01,47.50,49.61,56.27,63.94,70.69,75.74,57.13
GWINNETT,16.34,17.90,27.90,36.39,43.39,48.99,54.10,58.01,62.03,63.21,43.13
HABERSHAM,14.27,18.11,22.63,27.82,35.67,40.67,47.15,51.07,61.97,63.51,43.86
HALL,17.29,18.63,27.38,33.56,42.42,46.87,52.13,57.38,64.25,67.84,45.83
HANCOCK,21.22,18.14,23.96,30.45,33.16,39.02,45.06,48.19,58.56,58.44,42.03
HARALSON,14.96,19.51,27.45,31.56,40.42,42.36,49.27,50.43,59.41,63.09,42.66
HARRIS,17.68,16.51,27.60,32.08,40.14,48.07,52.47,58.46,63.95,66.18,46.82
HART,19.20,18.50,29.13,35.78,42.54,50.64,53.06,56.65,62.16,65.43,48.93
HEARD,12.88,14.92,22.51,26.88,30.11,37.50,43.02,47.86,54.91,59.91,38.38
HENRY,18.95,21.06,31.53,41.39,48.58,52.61,57.02,59.73,64.55,65.73,46.62
HOUSTON,14.91,16.91,25.01,32.25,37.78,45.12,52.82,58.37,62.04,66.30,42.30
IRWIN,18.13,23.08,29.29,36.77,43.55,47.48,52.05,53.28,60.65,64.47,46.37
JACKSON,16.32,20.67,30.81,38.10,42.03,47.58,51.31,55.19,65.37,66.59,45.86
JASPER,17.07,21.48,29.24,35.32,37.33,45.93,51.04,56.16,61.73,64.37,45.38
JEFF DAVIS,12.58,17.59,23.14,29.86,32.46,38.11,43.22,49.17,55.22,57.67,38.58
JEFFERSON,16.48,20.25,28.05,35.44,39.85,46.10,50.38,56.00,61.86,59.10,44.47
JENKINS,14.74,15.00,23.89,26.97,30.81,37.53,41.58,47.99,59.92,58.14,39.00
JOHNSON,23.71,23.26,32.43,37.66,44.41,45.02,51.09,54.01,59.38,56.67,45.39
JONES,16.55,18.53,29.02,38.10,45.60,49.00,53.96,60.65,66.76,69.37,47.94
LAMAR,17.37,21.43,25.88,37.41,43.28,46.08,50.33,55.58,62.44,63.38,45.36
LANIER,10.78,10.42,17.74,24.74,28.86,28.50,34.00,42.47,49.07,51.39,31.20
LAURENS,20.15,23.12,31.15,39.78,45.49,51.09,56.73,59.99,67.18,68.74,49.91
LEE,17.32,20.51,29.30,34.06,43.30,48.16,52.71,57.03,63.98,65.10,44.12
