COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
APPLING,0.00,22.77,17.14,0.00,14.29,10.53,0.00,0.00,50.00,0.00,8.82,15.15,0.00,14.29,20.00,0.00,45.85,47.65,0.00,34.60,27.64,42.49
ATKINSON,0.00,11.43,12.50,0.00,50.00,0.00,0.00,0.00,0.00,0.00,13.68,10.00,0.00,0.00,100.0,0.00,40.43,43.43,0.00,45.38,37.96,40.18
BACON,0.00,22.83,27.69,0.00,9.09,0.00,0.00,0.00,50.00,0.00,8.33,10.53,0.00,22.22,14.29,0.00,41.26,44.65,0.00,27.57,19.33,38.95
BAKER,0.00,76.92,41.67,0.00,40.00,33.33,0.00,0.00,0.00,0.00,11.11,0.00,0.00,20.00,60.00,0.00,50.17,55.95,0.00,46.28,37.47,47.72
BALDWIN,0.00,36.59,26.12,0.00,19.35,30.95,0.00,16.67,50.00,0.00,20.00,29.31,0.00,24.73,20.00,50.00,46.75,51.30,0.00,46.94,37.63,45.68
BANKS,0.00,23.23,19.88,0.00,33.33,46.67,0.00,0.00,0.00,0.00,15.69,8.62,0.00,24.14,17.65,0.00,41.15,45.12,0.00,30.12,27.72,41.49
BARROW,23.08,25.17,22.81,100.0,21.37,20.66,0.00,22.22,20.00,20.00,19.49,19.89,0.00,11.86,12.42,38.10,42.86,44.59,37.50,43.10,33.74,40.49
BARTOW,20.00,25.70,21.66,0.00,24.36,19.48,0.00,17.39,35.29,0.00,13.56,15.43,0.00,24.11,18.38,33.33,40.61,43.79,0.00,38.89,29.84,39.19
BEN HILL,0.00,27.16,15.19,0.00,26.67,18.18,0.00,0.00,0.00,0.00,9.68,6.25,0.00,33.33,0.00,0.00,41.06,45.11,0.00,37.77,27.01,38.69
BERRIEN,0.00,18.35,18.90,0.00,23.08,17.39,0.00,33.33,0.00,0.00,18.37,15.00,0.00,30.00,6.67,0.00,38.45,43.88,0.00,39.77,29.40,39.32
BIBB,9.09,28.19,23.60,0.00,27.65,21.96,0.00,20.83,52.63,0.00,23.84,21.01,0.00,22.47,24.79,50.00,51.50,54.25,0.00,46.35,37.15,46.10
BLECKLEY,0.00,29.76,31.08,0.00,50.00,40.00,0.00,0.00,0.00,0.00,41.18,9.09,0.00,30.00,11.11,0.00,50.39,55.05,0.00,46.74,31.54,49.45
BRANTLEY,0.00,8.50,13.44,0.00,0.00,7.69,0.00,0.00,0.00,0.00,5.26,7.14,0.00,16.67,33.33,0.00,31.95,34.29,0.00,27.22,23.21,31.88
BROOKS,0.00,36.44,36.14,0.00,18.52,32.14,0.00,0.00,33.33,0.00,26.00,15.15,0.00,30.77,11.11,0.00,50.94,53.22,0.00,48.68,41.47,48.40
BRYAN,28.57,25.23,23.95,0.00,24.37,21.62,0.00,0.00,25.00,0.00,17.39,19.17,0.00,18.25,20.20,0.00,36.32,40.64,0.00,36.23,33.28,36.03
BULLOCH,0.00,21.76,21.17,0.00,14.47,14.41,0.00,18.18,66.67,100.0,14.37,16.31,0.00,20.59,12.96,0.00,41.14,42.11,0.00,30.51,23.28,35.98
