COUNTY NAME,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-OVER,TOTAL
APPLING,1168.0,869.0,815.0,787.0,901.0,858.0,1016.0,996.0,930.0,2342.0,10682.0
ATKINSON,443.0,373.0,325.0,327.0,332.0,394.0,398.0,392.0,370.0,912.0,4266.0
BACON,572.0,453.0,440.0,522.0,506.0,503.0,482.0,515.0,548.0,1297.0,5838.0
BAKER,198.0,155.0,139.0,141.0,158.0,173.0,220.0,203.0,221.0,519.0,2127.0
BALDWIN,2592.0,2353.0,2015.0,1692.0,1745.0,1881.0,2240.0,2187.0,1954.0,4935.0,23594.0
BANKS,866.0,778.0,648.0,772.0,899.0,893.0,968.0,851.0,818.0,2075.0,9568.0
BARROW,3870.0,3803.0,4246.0,4125.0,4187.0,3782.0,3785.0,3399.0,2778.0,6465.0,40440.0
BARTOW,5970.0,5526.0,5009.0,4813.0,5696.0,5956.0,5970.0,5425.0,4466.0,10268.0,59099.0
BEN HILL,930.0,861.0,802.0,618.0,705.0,717.0,787.0,907.0,826.0,2063.0,9216.0
BERRIEN,1009.0,894.0,799.0,778.0,914.0,845.0,985.0,925.0,755.0,2288.0,10192.0
BIBB,10349.0,9481.0,8244.0,7435.0,7563.0,7330.0,8387.0,8546.0,7564.0,19210.0,94109.0
BLECKLEY,704.0,534.0,466.0,469.0,527.0,576.0,683.0,605.0,531.0,1615.0,6710.0
BRANTLEY,946.0,801.0,713.0,789.0,882.0,914.0,908.0,910.0,804.0,2029.0,9696.0
BROOKS,921.0,922.0,767.0,620.0,746.0,774.0,909.0,980.0,837.0,2373.0,9849.0
BRYAN,2536.0,1942.0,1909.0,2143.0,2461.0,2387.0,2396.0,1989.0,1631.0,3129.0,22523.0
BULLOCH,6538.0,5737.0,3536.0,2894.0,2894.0,2804.0,3053.0,2853.0,2603.0,6423.0,39335.0
BURKE,1503.0,1377.0,1206.0,1080.0,1135.0,1219.0,1418.0,1432.0,1297.0,2663.0,14330.0
BUTTS,1399.0,1189.0,1097.0,1005.0,1155.0,1239.0,1339.0,1251.0,1183.0,2720.0,13577.0
CALHOUN,247.0,236.0,217.0,224.0,247.0,234.0,285.0,296.0,290.0,703.0,2979.0
CAMDEN,3386.0,3389.0,2811.0,2371.0,2607.0,2891.0,3242.0,2833.0,2265.0,5457.0,31252.0
CANDLER,521.0,462.0,371.0,364.0,467.0,431.0,487.0,465.0,498.0,1287.0,5353.0
CARROLL,7553.0,6772.0,5873.0,5249.0,5986.0,5857.0,6029.0,5437.0,4685.0,11605.0,65046.0
CATOOSA,3896.0,3263.0,3229.0,3392.0,3834.0,3746.0,3805.0,3326.0,3126.0,8529.0,40146.0
CHARLTON,563.0,524.0,413.0,403.0,488.0,540.0,615.0,622.0,466.0,1222.0,5856.0
CHATHAM,18994.0,20199.0,18302.0,14806.0,13800.0,13345.0,14713.0,14500.0,12949.0,32743.0,174351.0
CHATTAHOOCHEE,510.0,534.0,499.0,421.0,390.0,334.0,257.0,242.0,155.0,372.0,3714.0
CHATTOOGA,1213.0,1098.0,959.0,949.0,1101.0,1103.0,1242.0,1216.0,1066.0,3050.0,12997.0
CHEROKEE,14188.0,11342.0,11754.0,13211.0,15996.0,15636.0,15420.0,13304.0,10950.0,24335.0,146136.0
CLARKE,9513.0,10932.0,8560.0,6277.0,4980.0,4100.0,4281.0,4266.0,4155.0,10267.0,67331.0
CLAY,164.0,125.0,155.0,115.0,98.00,119.0,131.0,169.0,192.0,562.0,1830.0
CLAYTON,19680.0,17513.0,15467.0,14648.0,15693.0,15255.0,15237.0,13444.0,10481.0,18017.0,155435.0
CLINCH,389.0,400.0,322.0,289.0,326.0,360.0,397.0,393.0,367.0,826.0,4069.0
COBB,47576.0,43664.0,42665.0,42062.0,46651.0,46009.0,47269.0,41732.0,34056.0,69611.0,461295.0
COFFEE,2378.0,2161.0,1909.0,1816.0,1923.0,1939.0,2096.0,1999.0,1777.0,4182.0,22180.0
COLQUITT,2106.0,2013.0,1864.0,1683.0,1739.0,1831.0,1974.0,1897.0,1859.0,4976.0,21942.0
COLUMBIA,9237.0,8283.0,8274.0,7939.0,8770.0,8749.0,9308.0,8370.0,7171.0,14839.0,90940.0
COOK,983.0,815.0,723.0,686.0,800.0,775.0,844.0,790.0,707.0,1964.0,9087.0
COWETA,7990.0,7237.0,7094.0,7604.0,8783.0,9094.0,8766.0,7706.0,6317.0,14385.0,84976.0
CRAWFORD,668.0,603.0,516.0,501.0,594.0,672.0,869.0,767.0,665.0,1607.0,7462.0
CRISP,1296.0,1137.0,1032.0,923.0,946.0,943.0,1050.0,1105.0,1093.0,2551.0,12076.0
DADE,975.0,898.0,806.0,752.0,774.0,818.0,949.0,957.0,884.0,2261.0,10074.0
DAWSON,1231.0,1087.0,964.0,965.0,1214.0,1324.0,1496.0,1437.0,1360.0,3649.0,14727.0
DECATUR,1673.0,1504.0,1309.0,1172.0,1300.0,1307.0,1489.0,1513.0,1358.0,3405.0,16030.0
DEKALB,46094.0,50420.0,52085.0,46549.0,46292.0,43435.0,43572.0,39031.0,33722.0,69823.0,471023.0
DODGE,914.0,948.0,847.0,774.0,951.0,975.0,995.0,1009.0,935.0,2510.0,10858.0
DOOLY,601.0,491.0,483.0,444.0,425.0,491.0,546.0,574.0,571.0,1395.0,6021.0
DOUGHERTY,8209.0,6495.0,5231.0,4486.0,4419.0,4226.0,4749.0,4853.0,4640.0,11487.0,58795.0
DOUGLAS,9145.0,7179.0,6999.0,7662.0,9230.0,9005.0,8632.0,7279.0,5835.0,12065.0,83031.0
