COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
APPLING,0.00,101.0,105.0,0.00,21.00,19.00,0.00,2.00,2.00,0.00,68.00,66.00,0.00,21.00,20.00,0.00,4358.0,3780.0,0.00,1211.0,908.0,10682.0
ATKINSON,2.00,35.00,24.00,0.00,4.00,7.00,0.00,3.00,0.00,1.00,95.00,80.00,0.00,0.00,2.00,0.00,1672.0,1439.0,0.00,520.0,382.0,4266.0
BACON,0.00,127.0,130.0,0.00,11.00,7.00,0.00,0.00,2.00,0.00,24.00,19.00,0.00,9.00,7.00,0.00,2472.0,2177.0,1.00,526.0,326.0,5838.0
BAKER,1.00,13.00,12.00,0.00,5.00,3.00,0.00,1.00,0.00,0.00,9.00,2.00,0.00,5.00,5.00,0.00,576.0,504.0,0.00,564.0,427.0,2127.0
BALDWIN,3.00,246.0,268.0,0.00,62.00,42.00,0.00,6.00,6.00,0.00,75.00,58.00,0.00,93.00,80.00,2.00,6935.0,6017.0,0.00,5773.0,3928.0,23594.0
BANKS,0.00,155.0,171.0,0.00,12.00,15.00,0.00,5.00,2.00,0.00,51.00,58.00,0.00,29.00,34.00,1.00,4610.0,4240.0,1.00,83.00,101.0,9568.0
BARROW,13.00,1319.0,1407.0,1.00,131.0,121.0,0.00,9.00,5.00,5.00,585.0,533.0,0.00,354.0,314.0,21.00,16639.0,14509.0,8.00,2566.0,1900.0,40440.0
BARTOW,5.00,2307.0,2488.0,0.00,156.0,154.0,0.00,23.00,17.00,0.00,553.0,551.0,1.00,141.0,136.0,6.00,24706.0,22189.0,1.00,3219.0,2446.0,59099.0
BEN HILL,0.00,81.00,79.00,0.00,15.00,11.00,0.00,1.00,0.00,0.00,62.00,48.00,0.00,18.00,14.00,1.00,3030.0,2607.0,0.00,1983.0,1266.0,9216.0
BERRIEN,1.00,158.0,164.0,0.00,13.00,23.00,0.00,6.00,2.00,0.00,49.00,40.00,0.00,10.00,15.00,1.00,4606.0,4034.0,0.00,621.0,449.0,10192.0
BIBB,11.00,1543.0,1585.0,0.00,311.0,255.0,0.00,24.00,19.00,3.00,323.0,238.0,0.00,365.0,355.0,2.00,22273.0,18697.0,8.00,28681.0,19416.0,94109.0
BLECKLEY,0.00,84.00,74.00,0.00,10.00,5.00,0.00,0.00,0.00,0.00,17.00,11.00,0.00,10.00,18.00,0.00,2693.0,2425.0,0.00,843.0,520.0,6710.0
BRANTLEY,0.00,153.0,186.0,0.00,13.00,13.00,0.00,3.00,1.00,0.00,19.00,14.00,0.00,6.00,3.00,0.00,4770.0,4234.0,0.00,169.0,112.0,9696.0
BROOKS,0.00,225.0,249.0,0.00,27.00,28.00,0.00,1.00,6.00,0.00,50.00,33.00,0.00,13.00,9.00,0.00,2974.0,2608.0,1.00,2077.0,1548.0,9849.0
BRYAN,7.00,872.0,906.0,0.00,119.0,74.00,0.00,8.00,12.00,0.00,253.0,193.0,0.00,126.0,99.00,1.00,8964.0,7806.0,2.00,1750.0,1331.0,22523.0
BULLOCH,0.00,1259.0,1356.0,0.00,152.0,118.0,0.00,11.00,3.00,1.00,160.0,141.0,0.00,102.0,108.0,2.00,13287.0,12157.0,0.00,6123.0,4355.0,39335.0
BURKE,1.00,223.0,265.0,0.00,32.00,19.00,0.00,1.00,4.00,0.00,34.00,38.00,0.00,23.00,14.00,1.00,3506.0,3246.0,1.00,4037.0,2885.0,14330.0
BUTTS,4.00,497.0,540.0,0.00,42.00,45.00,0.00,2.00,3.00,0.00,51.00,46.00,0.00,20.00,7.00,4.00,4828.0,4408.0,1.00,1733.0,1346.0,13577.0
CALHOUN,1.00,15.00,23.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,5.00,7.00,0.00,9.00,5.00,0.00,614.0,546.0,0.00,1029.0,723.0,2979.0
CAMDEN,0.00,2384.0,2232.0,0.00,224.0,151.0,0.00,13.00,12.00,0.00,326.0,227.0,0.00,171.0,87.00,2.00,10841.0,9038.0,0.00,3190.0,2354.0,31252.0
CANDLER,1.00,140.0,153.0,0.00,11.00,11.00,0.00,0.00,0.00,0.00,56.00,41.00,0.00,10.00,7.00,1.00,1975.0,1674.0,0.00,731.0,542.0,5353.0
CARROLL,13.00,2595.0,2605.0,0.00,293.0,239.0,0.00,16.00,8.00,0.00,407.0,380.0,0.00,156.0,124.0,5.00,25036.0,21857.0,3.00,6589.0,4720.0,65046.0
CATOOSA,3.00,1514.0,1406.0,0.00,102.0,90.00,0.00,7.00,7.00,0.00,148.0,118.0,1.00,115.0,107.0,5.00,19513.0,16263.0,1.00,409.0,337.0,40146.0
CHARLTON,0.00,235.0,295.0,0.00,18.00,8.00,0.00,2.00,3.00,0.00,11.00,5.00,0.00,5.00,13.00,0.00,2128.0,1853.0,0.00,734.0,546.0,5856.0
CHATHAM,74.00,4699.0,4648.0,1.00,1066.0,772.0,0.00,59.00,62.00,2.00,1532.0,1237.0,1.00,892.0,813.0,8.00,49298.0,42733.0,13.00,38576.0,27865.0,174351.0
CHATTAHOOCHEE,0.00,115.0,106.0,0.00,33.00,39.00,0.00,2.00,0.00,0.00,82.00,91.00,0.00,28.00,25.00,0.00,1134.0,1021.0,0.00,591.0,447.0,3714.0
CHATTOOGA,0.00,360.0,352.0,0.00,25.00,27.00,0.00,4.00,3.00,0.00,27.00,50.00,0.00,18.00,16.00,1.00,6011.0,5078.0,0.00,574.0,451.0,12997.0
CHEROKEE,8.00,4836.0,5284.0,1.00,699.0,667.0,0.00,46.00,43.00,0.00,2050.0,1712.0,0.00,766.0,583.0,6.00,64315.0,57453.0,1.00,4282.0,3384.0,146136.0
CLARKE,32.00,3571.0,3605.0,2.00,438.0,380.0,0.00,13.00,10.00,1.00,727.0,648.0,0.00,584.0,494.0,20.00,20668.0,18505.0,6.00,10638.0,6989.0,67331.0
CLAY,0.00,11.00,14.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,2.00,2.00,0.00,390.0,365.0,0.00,654.0,386.0,1830.0
CLAYTON,52.00,6266.0,5877.0,3.00,1202.0,875.0,0.00,51.00,35.00,5.00,1970.0,1712.0,11.00,1750.0,1831.0,3.00,11937.0,10120.0,42.00,65246.0,46447.0,155435.0
CLINCH,0.00,83.00,126.0,0.00,5.00,3.00,0.00,0.00,0.00,0.00,8.00,5.00,0.00,6.00,3.00,0.00,1439.0,1228.0,2.00,707.0,454.0,4069.0
COBB,175.0,11336.0,11514.0,22.00,4262.0,3264.0,0.00,262.0,209.0,23.00,8358.0,6774.0,15.00,5816.0,5151.0,145.0,150401.0,135324.0,83.00,69406.0,48755.0,461295.0
COFFEE,1.00,131.0,148.0,0.00,51.00,51.00,0.00,9.00,5.00,0.00,225.0,238.0,0.00,56.00,42.00,0.00,8106.0,6967.0,0.00,3574.0,2576.0,22180.0
