ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,0.00,20.47,33.33,0.00,0.00,34.13,26.92,28.35
2016 Primary,0.00,12.89,0.00,0.00,0.00,14.60,7.69,13.64
2016 Primary Runoff,0.00,29.63,0.00,0.00,0.00,2.61,11.54,13.62
2016 General,0.00,63.91,25.00,0.00,100.0,63.69,51.85,63.31
2018 Primary,0.00,16.53,0.00,0.00,50.00,15.41,6.98,15.44
2018 Primary Runoff,0.00,1.09,0.00,0.00,0.00,18.65,0.00,10.78
2018 General,0.00,61.58,33.33,0.00,66.67,63.49,34.88,61.25
