ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,25.00,18.75,13.89,0.00,0.00,38.75,15.62,36.22
2016 Primary,25.00,0.00,1.43,0.00,0.00,22.72,10.53,20.79
2016 Primary Runoff,0.00,0.00,0.00,0.00,0.00,9.32,0.00,8.32
2016 General,50.00,52.94,56.79,0.00,0.00,66.55,34.88,64.45
2018 Primary,0.00,15.00,2.35,0.00,50.00,18.56,1.61,16.58
2018 Primary Runoff,0.00,0.00,0.00,0.00,0.00,14.84,0.00,12.80
2018 General,66.67,60.00,24.18,50.00,14.29,59.79,23.88,55.37
