ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,24.95,26.43,15.91,25.79
2016 Primary,13.26,14.36,5.66,13.88
2016 Primary Runoff,1.30,1.03,0.00,1.14
2016 General,47.31,55.43,35.71,51.85
2018 Primary,17.73,18.99,5.15,18.42
2018 Primary Runoff,7.42,6.54,0.74,6.92
2018 General,45.35,51.01,29.71,48.51
