ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,29.01,28.38,33.33,28.67
2016 Primary,10.81,10.13,0.00,10.42
2016 Primary Runoff,3.06,2.38,0.00,2.68
2016 General,56.43,61.45,37.50,59.13
2018 Primary,17.04,15.45,11.11,16.16
2018 Primary Runoff,8.00,6.72,11.11,7.30
2018 General,49.93,51.22,37.50,50.62
