ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,38.90,35.55,0.00,37.14
2016 Primary,14.92,12.94,0.00,13.89
2016 Primary Runoff,7.41,6.61,0.00,6.99
2016 General,63.60,64.59,0.00,64.12
2018 Primary,20.09,16.44,0.00,18.18
2018 Primary Runoff,21.38,16.16,0.00,18.64
2018 General,64.71,63.06,0.00,63.84
