ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,35.22,38.71,0.00,37.18
2016 Primary,13.53,12.74,0.00,13.09
2016 Primary Runoff,6.78,5.87,0.00,6.27
2016 General,63.14,65.96,0.00,64.72
2018 Primary,17.51,16.20,0.00,16.79
2018 Primary Runoff,14.15,13.20,0.00,13.62
2018 General,58.29,62.25,0.00,60.48
