ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,32.14,38.98,0.00,35.14
2016 Primary,9.66,11.52,0.00,10.48
2016 Primary Runoff,4.79,4.61,0.00,4.71
2016 General,55.88,64.44,50.00,59.65
2018 Primary,19.66,27.33,25.00,23.00
2018 Primary Runoff,8.27,8.58,20.00,8.43
2018 General,53.55,62.94,62.50,57.64
