ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,32.11,34.24,0.00,33.23
2016 Primary,7.19,7.21,0.00,7.20
2016 Primary Runoff,0.48,0.69,0.00,0.59
2016 General,59.97,65.77,75.00,63.13
2018 Primary,17.09,18.22,0.00,17.67
2018 Primary Runoff,12.50,12.99,0.00,12.74
2018 General,54.79,59.81,80.00,57.56
