ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,34.62,42.06,0.00,38.39
2016 Primary,9.91,12.84,0.00,11.40
2016 Primary Runoff,2.83,7.37,0.00,5.13
2016 General,69.33,72.89,0.00,71.11
2018 Primary,24.03,25.15,0.00,24.61
2018 Primary Runoff,16.34,11.66,0.00,13.92
2018 General,63.92,59.41,0.00,61.59
