ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,12.31,24.92,33.33,17.57
2016 Primary,3.91,7.91,0.00,5.57
2016 Primary Runoff,1.66,4.00,0.00,2.64
2016 General,27.91,52.50,25.00,37.98
2018 Primary,7.93,15.15,0.00,10.91
2018 Primary Runoff,2.23,3.58,0.00,2.79
2018 General,27.71,49.86,33.33,36.99
