ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,19.70,28.26,34.04,0.00,13.64,34.99,23.14,29.28
2016 Primary,3.85,6.99,0.00,0.00,4.55,6.97,1.64,5.33
2016 Primary Runoff,0.00,1.61,0.00,0.00,0.00,0.14,0.00,0.28
2016 General,62.14,62.94,66.67,0.00,57.14,65.23,62.79,63.83
2018 Primary,5.11,18.63,7.02,0.00,9.80,16.28,8.48,12.64
2018 Primary Runoff,2.95,10.89,5.36,0.00,2.04,14.52,7.19,9.94
2018 General,53.08,62.27,57.58,100.0,66.67,62.06,53.26,58.86
