ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,0.00,26.74,0.00,0.00,0.00,0.00,29.17,26.24
2016 Primary,0.00,14.20,0.00,0.00,0.00,0.00,10.42,13.33
2016 Primary Runoff,0.00,11.59,0.00,0.00,0.00,0.00,6.38,10.64
2016 General,0.00,52.97,66.67,0.00,50.00,0.00,48.00,51.50
2018 Primary,0.00,19.67,0.00,0.00,0.00,0.00,23.08,19.26
2018 Primary Runoff,0.00,6.15,0.00,0.00,0.00,0.00,3.92,5.65
2018 General,0.00,52.58,33.33,0.00,25.00,30.00,46.81,50.99
