ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,39.23,56.00,0.00,48.11
2016 Primary,27.72,37.23,0.00,32.84
2016 Primary Runoff,18.40,26.80,0.00,22.93
2016 General,66.19,75.98,100.0,71.48
2018 Primary,32.16,40.48,0.00,36.71
2018 Primary Runoff,9.72,14.11,50.00,12.24
2018 General,65.25,77.71,100.0,72.33
