ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,17.17,23.74,33.33,20.71
2016 Primary,6.87,14.29,0.00,10.78
2016 Primary Runoff,3.81,8.65,0.00,6.36
2016 General,37.02,51.61,14.29,44.48
2018 Primary,9.45,17.90,0.00,13.69
2018 Primary Runoff,1.97,5.65,0.00,3.83
2018 General,32.71,42.35,11.11,37.51
