ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,12.49,18.00,0.00,15.44
2016 Primary,3.93,6.45,0.00,5.28
2016 Primary Runoff,2.53,2.77,16.67,2.69
2016 General,31.36,46.26,30.77,39.27
2018 Primary,8.01,7.52,0.00,7.72
2018 Primary Runoff,2.55,1.21,0.00,1.82
2018 General,27.93,41.66,12.50,35.16
