ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,26.25,31.18,0.00,29.14
2016 Primary,9.73,10.73,0.00,10.31
2016 Primary Runoff,2.95,3.44,0.00,3.24
2016 General,49.17,63.52,50.00,57.56
2018 Primary,10.84,14.67,0.00,13.03
2018 Primary Runoff,6.07,5.01,0.00,5.45
2018 General,40.39,54.53,66.67,48.49
