ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,0.00,50.00,0.00,0.00,0.00,25.00,0.00,25.81
2016 Primary,0.00,9.52,0.00,0.00,0.00,5.56,0.00,6.52
2016 Primary Runoff,0.00,4.76,0.00,0.00,0.00,0.00,0.00,2.22
2016 General,50.00,66.07,50.00,0.00,33.33,70.73,72.73,66.39
2018 Primary,16.67,14.43,12.50,0.00,0.00,13.16,3.70,12.39
2018 Primary Runoff,0.00,4.21,0.00,0.00,0.00,0.00,0.00,1.84
2018 General,16.67,61.39,58.33,0.00,57.14,57.50,45.16,56.54
