ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,26.01,38.49,0.00,33.32
2016 Primary,15.88,24.17,0.00,20.74
2016 Primary Runoff,12.88,17.07,0.00,15.34
2016 General,45.86,68.97,0.00,59.01
2018 Primary,14.96,25.97,0.00,21.12
2018 Primary Runoff,4.63,8.57,0.00,6.85
2018 General,40.38,62.01,0.00,52.35
