ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,38.06,48.50,0.00,43.94
2016 Primary,21.15,28.43,0.00,25.28
2016 Primary Runoff,17.42,22.55,0.00,20.33
2016 General,64.05,77.50,0.00,71.67
2018 Primary,34.42,42.33,0.00,38.78
2018 Primary Runoff,10.60,17.46,0.00,14.41
2018 General,64.56,76.56,0.00,70.94
