ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,32.00,31.45,60.00,31.78
2016 Primary,5.14,6.84,0.00,6.04
2016 Primary Runoff,1.36,1.51,0.00,1.44
2016 General,61.06,62.95,87.50,62.19
2018 Primary,16.14,16.44,0.00,16.26
2018 Primary Runoff,6.82,6.09,0.00,6.41
2018 General,59.32,58.94,85.71,59.20
