ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,13.11,16.03,0.00,14.53
2016 Primary,6.45,9.25,0.00,7.78
2016 Primary Runoff,4.19,5.34,0.00,4.74
2016 General,28.46,32.93,0.00,30.53
2018 Primary,8.65,9.69,0.00,9.12
2018 Primary Runoff,1.67,0.96,0.00,1.34
2018 General,26.85,36.00,50.00,30.97
