ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,13.83,21.16,0.00,18.22
2016 Primary,5.03,8.80,0.00,7.30
2016 Primary Runoff,2.34,5.11,0.00,4.02
2016 General,35.00,54.23,57.14,46.50
2018 Primary,6.01,11.04,0.00,8.95
2018 Primary Runoff,1.14,2.77,0.00,2.10
2018 General,33.43,47.36,30.00,41.58
