ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,39.31,40.41,0.00,39.88
2016 Primary,9.92,8.54,0.00,9.14
2016 Primary Runoff,0.75,0.90,0.00,0.83
2016 General,69.67,71.52,0.00,70.63
2018 Primary,21.70,23.69,25.00,22.78
2018 Primary Runoff,18.76,19.35,25.00,19.08
2018 General,65.00,66.88,33.33,65.99
