ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,0.00,13.91,0.00,0.00,0.00,50.00,12.50,13.87
2016 Primary,0.00,6.14,0.00,0.00,0.00,0.00,6.67,5.93
2016 Primary Runoff,0.00,6.96,0.00,0.00,0.00,0.00,0.00,5.76
2016 General,0.00,43.09,0.00,0.00,50.00,50.00,13.33,39.73
2018 Primary,0.00,11.36,0.00,0.00,0.00,33.33,10.53,11.54
2018 Primary Runoff,0.00,3.76,0.00,0.00,100.0,0.00,0.00,3.85
2018 General,0.00,47.06,0.00,0.00,100.0,33.33,35.00,45.62
