ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,41.77,38.96,50.00,40.00
2016 Primary,12.67,11.13,0.00,11.68
2016 Primary Runoff,2.71,3.32,0.00,3.09
2016 General,68.43,66.39,60.00,67.13
2018 Primary,23.49,25.90,0.00,24.91
2018 Primary Runoff,14.68,14.25,0.00,14.38
2018 General,58.88,62.23,50.00,60.90
