ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,28.36,29.86,0.00,29.11
2016 Primary,5.28,5.64,25.00,5.50
2016 Primary Runoff,0.10,0.45,0.00,0.28
2016 General,62.22,64.42,75.00,63.40
2018 Primary,13.14,13.41,5.56,13.25
2018 Primary Runoff,10.41,10.36,0.00,10.35
2018 General,59.18,60.13,45.45,59.62
