ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,27.58,29.54,33.33,28.31
2016 Primary,5.38,3.97,25.00,4.92
2016 Primary Runoff,1.91,1.46,0.00,1.74
2016 General,56.84,59.15,71.43,57.82
2018 Primary,11.73,9.42,0.00,10.80
2018 Primary Runoff,2.62,2.64,0.00,2.62
2018 General,51.74,48.81,33.33,50.52
