ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,100.0,24.32,33.33,0.00,100.0,47.86,38.46,45.40
2016 Primary,0.00,8.57,0.00,0.00,0.00,10.34,7.32,9.86
2016 Primary Runoff,0.00,5.88,0.00,0.00,0.00,1.45,4.88,2.02
2016 General,100.0,65.71,75.00,0.00,100.0,76.51,70.45,75.33
2018 Primary,0.00,24.24,33.33,0.00,50.00,22.35,19.75,22.17
2018 Primary Runoff,0.00,6.06,0.00,0.00,0.00,15.18,7.41,13.42
2018 General,50.00,61.29,75.00,0.00,66.67,67.68,45.78,64.68
