ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,40.00,36.11,37.93,0.00,38.10,43.29,29.73,40.38
2016 Primary,11.63,14.86,0.00,0.00,13.64,16.89,11.94,15.53
2016 Primary Runoff,6.98,10.07,6.45,0.00,11.36,11.80,4.48,10.32
2016 General,63.46,57.23,59.46,0.00,62.22,67.76,57.97,65.08
2018 Primary,26.32,24.82,13.33,0.00,21.28,30.19,19.12,27.49
2018 Primary Runoff,3.51,8.21,0.00,0.00,2.13,7.25,2.60,6.25
2018 General,62.30,58.59,65.31,0.00,60.38,69.57,53.23,66.05
