ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,20.42,22.60,21.05,100.0,26.67,32.02,23.25,29.11
2016 Primary,1.96,5.13,0.00,0.00,4.44,6.26,4.39,5.50
2016 Primary Runoff,0.00,1.92,0.00,0.00,0.00,0.14,0.31,0.28
2016 General,57.50,60.48,68.42,100.0,63.64,65.32,58.66,63.40
2018 Primary,7.65,19.69,9.52,16.67,12.20,14.83,7.94,13.25
2018 Primary Runoff,4.39,11.16,4.81,0.00,4.92,13.05,5.26,10.35
2018 General,59.80,57.45,51.82,87.50,52.55,61.60,54.80,59.62
