ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,19.62,33.80,0.00,27.82
2016 Primary,8.10,11.99,0.00,10.36
2016 Primary Runoff,3.83,6.51,0.00,5.39
2016 General,53.78,66.99,0.00,61.16
2018 Primary,10.04,19.59,0.00,15.20
2018 Primary Runoff,2.49,4.79,0.00,3.75
2018 General,48.40,64.63,0.00,57.06
