ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,33.33,33.33,12.50,0.00,30.00,40.62,31.47,38.87
2016 Primary,0.00,7.69,0.00,0.00,0.00,13.53,10.64,12.63
2016 Primary Runoff,0.00,3.85,0.00,0.00,0.00,0.52,0.00,0.59
2016 General,63.64,78.85,57.14,0.00,58.82,70.65,66.44,70.19
2018 Primary,16.67,26.79,14.29,0.00,11.76,20.99,15.88,20.36
2018 Primary Runoff,8.33,18.97,12.50,0.00,6.25,19.33,13.53,18.22
2018 General,40.00,75.00,60.00,100.0,65.00,65.79,54.49,64.43
