,ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
0,2018 General,55.56,38.46,60.0,100.0,53.33,66.22,68.75,64.96
