COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
BANKS,0,23.23,19.88,0,33.33,46.67,0,0,0,0,15.69,8.62,0,24.14,17.65,0,41.15,45.12,0,30.12,27.72,41.49
CLARKE,40,27.95,23.5,100,34.21,18.18,0,0,0,0,18.99,17.5,0,7.14,10,33.33,43.37,47.7,0,41.91,32.09,38.53
DAWSON,100,28.95,30.41,0,25,42.31,0,0,33.33,0,24.29,24.56,0,26.67,19.05,0,50.61,52.84,0,33.33,12.50,50.02
ELBERT,0,24.49,28.37,0,21.43,14.29,0,100,0,0,8.33,15.38,0,12.5,19.05,0,42.68,47.96,0,35.72,28.46,40.72
FANNIN,0,37.78,34.75,0,36.84,35,0,40,16.67,0,25.93,10.34,0,39.13,11.11,0,42.11,45.53,0,0,23.08,43.34
FORSYTH,30.77,44.06,45.44,0,28.57,27.16,0,21.43,18.18,0,25.34,24.63,0,30.83,27.16,38.89,48.01,50.27,0,42.68,36.60,47.65
FRANKLIN,0,27.54,24.71,0,22.22,0,0,0,100,0,21.62,17.07,0,8.57,11.54,0,39.95,43.81,0,26.92,20.39,39.72
GILMER,0,35.99,28.08,0,26.92,30.3,0,0,50,0,22.11,20.34,0,25,28.57,100,46.24,48.43,0,31.25,38.46,46.17
HABERSHAM,50,28.35,29.83,0,23.68,15.91,0,75,0,0,9.71,5.86,0,10.26,10.53,33.33,44.73,47.68,0,33.33,24.62,43.86
HALL,11.9,30.95,30.05,0,25.69,26.67,0,27.27,40.91,18.18,17.52,14.02,0,19.83,15.37,34.48,50.76,51.99,100,40.33,31.08,45.81
HART,0,34.21,29.61,0,27.27,33.33,0,100,0,0,21.21,27.78,0,25,20,0,50.69,54.7,0,39.55,30.93,48.93
JACKSON,50,25.93,24.81,0,24.69,29.73,0,0,33.33,100,23.41,19,0,19.05,12.58,16.67,47.32,50.01,0,42.11,33.64,45.86
LUMPKIN,0,32.6,33.26,0,36.11,28.95,0,45,44.44,0,26.67,15.05,0,18.92,15.79,50,45.75,49.49,0,25,17.65,46.07
MADISON,0,27.09,32.63,0,27.27,42.42,0,0,33.33,0,11.76,24.14,0,40.38,50,50,47.14,50.96,0,46.83,32.71,46.78
PICKENS,0,24.32,29.51,0,23.81,46.67,0,25,50,0,38.57,27.66,0,12,26.32,0,47.98,53.51,0,35.09,28.57,49.34
RABUN,0,46.11,50.88,0,23.53,15.38,0,0,0,0,18.42,17.19,0,21.43,15,0,51.13,54.27,0,37.5,33.33,51.82
STEPHENS,0,23.26,18.48,0,20,15,0,0,100,0,14.89,15.38,0,16.67,15.56,0,34.3,38.85,0,26.16,22.60,34.46
TOWNS,0,42.25,47.13,0,0,25,0,50,50,0,10,18.18,0,14.29,11.11,0,49.79,52.6,0,17.86,20.00,50.6
UNION,0,44.14,48.62,0,30,30,0,50,0,0,37.21,22.22,0,48.28,22.22,0,50.12,53.42,0,15.38,30.77,51.25
TOTAL,21.18,33.63,33.53,50.0,26.66,27.74,0,26.36,34.04,23.08,19.11,15.51,0.0,21.54,16.82,31.94,47.19,50.0,20.0,38.52,29.94,45.78
