COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
CATOOSA,3.0,1514.0,1406.0,0.0,102.0,90.0,0.0,7.0,7.0,0.0,148.0,118.0,1.0,115.0,107.0,5.0,19513.0,16263.0,1.0,409.0,337.0,40146.0
CHATTOOGA,0.0,360.0,352.0,0.0,25.0,27.0,0.0,4.0,3.0,0.0,27.0,50.0,0.0,18.0,16.0,1.0,6011.0,5078.0,0.0,574.0,451.0,12997.0
DADE,0.0,287.0,307.0,0.0,12.0,10.0,0.0,4.0,1.0,0.0,26.0,22.0,0.0,17.0,17.0,0.0,4916.0,4400.0,0.0,29.0,26.0,10074.0
FLOYD,1.0,1083.0,1078.0,0.0,89.0,90.0,0.0,10.0,16.0,0.0,451.0,494.0,1.0,211.0,186.0,5.0,22275.0,19036.0,1.0,4213.0,2714.0,51954.0
GORDON,1.0,158.0,206.0,0.0,47.0,57.0,0.0,9.0,10.0,0.0,573.0,502.0,0.0,76.0,79.0,0.0,13494.0,11965.0,0.0,599.0,517.0,28293.0
HARALSON,0.0,275.0,277.0,0.0,25.0,25.0,0.0,5.0,7.0,0.0,32.0,22.0,0.0,35.0,30.0,3.0,7929.0,6884.0,0.0,420.0,302.0,16271.0
MURRAY,0.0,646.0,716.0,0.0,46.0,50.0,0.0,6.0,2.0,0.0,344.0,400.0,0.0,16.0,12.0,2.0,8924.0,8030.0,0.0,45.0,54.0,19293.0
PAULDING,17.0,3430.0,3405.0,0.0,400.0,350.0,0.0,28.0,14.0,0.0,889.0,780.0,0.0,242.0,187.0,9.0,33461.0,29858.0,5.0,8007.0,5854.0,86936.0
PICKENS,0.0,88.0,125.0,0.0,8.0,10.0,0.0,2.0,2.0,0.0,33.0,13.0,0.0,9.0,9.0,0.0,3206.0,2937.0,0.0,15.0,19.0,6476.0
POLK,3.0,326.0,297.0,1.0,42.0,37.0,0.0,4.0,2.0,0.0,172.0,193.0,0.0,32.0,15.0,0.0,9251.0,8198.0,1.0,1464.0,1012.0,21050.0
WALKER,0.0,1372.0,1357.0,0.0,94.0,56.0,0.0,5.0,2.0,0.0,78.0,64.0,0.0,44.0,30.0,0.0,18174.0,15459.0,0.0,760.0,568.0,38063.0
WHITFIELD,5.0,2072.0,2191.0,0.0,157.0,139.0,0.0,10.0,6.0,0.0,2075.0,2192.0,0.0,170.0,164.0,5.0,18155.0,15577.0,0.0,1036.0,855.0,44809.0
TOTAL,30.0,11611.0,11717.0,1.0,1047.0,941.0,0.0,94.0,72.0,0.0,4848.0,4850.0,2.0,985.0,852.0,30.0,165309.0,143685.0,8.0,17571.0,12709.0,376362.0
