,-,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,2016 General,40.0,54.86,36.84,83.33,40.54,67.28,49.33,62.63
1,2018 General,28.57,53.71,24.65,50.0,30.3,64.66,39.52,59.65
